Date,Product,Category,Quantity Sold,Unit Price,Revenue,Prescription Required
2023-02-07,Ibuprofen 200mg,Analgesic,41,0.34,13.94,No
2023-02-07,Cetirizine 10mg,Antihistamine,38,0.3,11.4,No
2023-02-07,Amoxicillin 500mg,Antibiotic,32,0.86,27.52,Yes
2023-02-07,Azithromycin 250mg,Antibiotic,31,1.13,35.03,Yes
2023-02-07,Metformin 500mg,Antidiabetic,47,0.59,27.73,Yes
2023-02-07,Amlodipine 5mg,Cardiac,23,0.76,17.48,Yes
2023-02-07,Omeprazole 20mg,Gastro,21,0.57,11.97,No
2023-02-07,Salbutamol Inhaler,Respiratory,25,3.61,90.25,Yes
2023-02-07,Vitamin C 1000mg,Supplement,31,0.39,12.09,No
2023-02-08,Paracetamol 500mg,Analgesic,28,0.26,7.28,No
2023-02-08,Ibuprofen 200mg,Analgesic,26,0.34,8.84,No
2023-02-08,Cetirizine 10mg,Antihistamine,25,0.3,7.5,No
2023-02-08,Amoxicillin 500mg,Antibiotic,36,0.77,27.72,Yes
2023-02-08,Azithromycin 250mg,Antibiotic,24,1.15,27.6,Yes
2023-02-08,Metformin 500mg,Antidiabetic,48,0.61,29.28,Yes
2023-02-08,Amlodipine 5mg,Cardiac,34,0.77,26.18,Yes
2023-02-08,Omeprazole 20mg,Gastro,34,0.58,19.72,No
2023-02-08,Salbutamol Inhaler,Respiratory,30,3.81,114.3,Yes
2023-02-08,Vitamin C 1000mg,Supplement,27,0.38,10.26,No
2023-02-09,Paracetamol 500mg,Analgesic,44,0.26,11.44,No
2023-02-09,Ibuprofen 200mg,Analgesic,27,0.37,9.99,No
2023-02-09,Cetirizine 10mg,Antihistamine,42,0.3,12.6,No
2023-02-09,Amoxicillin 500mg,Antibiotic,23,0.76,17.48,Yes
2023-02-09,Azithromycin 250mg,Antibiotic,32,1.06,33.92,Yes
2023-02-09,Metformin 500mg,Antidiabetic,49,0.58,28.42,Yes
2023-02-09,Amlodipine 5mg,Cardiac,29,0.71,20.59,Yes
2023-02-09,Omeprazole 20mg,Gastro,23,0.55,12.65,No
2023-02-09,Salbutamol Inhaler,Respiratory,33,3.67,121.11,Yes
2023-02-09,Vitamin C 1000mg,Supplement,35,0.41,14.35,No
2023-02-10,Paracetamol 500mg,Analgesic,31,0.24,7.44,No
2023-02-10,Ibuprofen 200mg,Analgesic,47,0.38,17.86,No
2023-02-10,Cetirizine 10mg,Antihistamine,30,0.33,9.9,No
2023-02-10,Amoxicillin 500mg,Antibiotic,18,0.84,15.12,Yes
2023-02-10,Azithromycin 250mg,Antibiotic,27,1.11,29.97,Yes
2023-02-10,Metformin 500mg,Antidiabetic,30,0.61,18.3,Yes
2023-02-10,Amlodipine 5mg,Cardiac,46,0.72,33.12,Yes
2023-02-10,Omeprazole 20mg,Gastro,35,0.56,19.6,No
2023-02-10,Salbutamol Inhaler,Respiratory,20,3.54,70.8,Yes
2023-02-10,Vitamin C 1000mg,Supplement,39,0.39,15.21,No
2023-02-11,Paracetamol 500mg,Analgesic,36,0.26,9.36,No
2023-02-11,Ibuprofen 200mg,Analgesic,19,0.33,6.27,No
2023-02-11,Cetirizine 10mg,Antihistamine,40,0.32,12.8,No
2023-02-11,Amoxicillin 500mg,Antibiotic,17,0.79,13.43,Yes
2023-02-11,Azithromycin 250mg,Antibiotic,36,1.09,39.24,Yes
2023-02-11,Metformin 500mg,Antidiabetic,29,0.6,17.4,Yes
2023-02-11,Amlodipine 5mg,Cardiac,22,0.69,15.18,Yes
2023-02-11,Omeprazole 20mg,Gastro,32,0.58,18.56,No
2023-02-11,Salbutamol Inhaler,Respiratory,27,3.46,93.42,Yes
2023-02-11,Vitamin C 1000mg,Supplement,37,0.4,14.8,No
2023-02-12,Paracetamol 500mg,Analgesic,32,0.26,8.32,No
2023-02-12,Ibuprofen 200mg,Analgesic,40,0.35,14.0,No
2023-02-12,Cetirizine 10mg,Antihistamine,34,0.3,10.2,No
2023-02-12,Amoxicillin 500mg,Antibiotic,38,0.86,32.68,Yes
2023-02-12,Azithromycin 250mg,Antibiotic,25,1.13,28.25,Yes
2023-02-12,Metformin 500mg,Antidiabetic,23,0.6,13.8,Yes
2023-02-12,Amlodipine 5mg,Cardiac,33,0.76,25.08,Yes
2023-02-12,Omeprazole 20mg,Gastro,17,0.6,10.2,No
2023-02-12,Salbutamol Inhaler,Respiratory,14,3.73,52.22,Yes
2023-02-12,Vitamin C 1000mg,Supplement,39,0.41,15.99,No
2023-02-13,Paracetamol 500mg,Analgesic,39,0.25,9.75,No
2023-02-13,Ibuprofen 200mg,Analgesic,25,0.36,9.0,No
2023-02-13,Cetirizine 10mg,Antihistamine,33,0.32,10.56,No
2023-02-13,Amoxicillin 500mg,Antibiotic,33,0.78,25.74,Yes
2023-02-13,Azithromycin 250mg,Antibiotic,25,1.18,29.5,Yes
2023-02-13,Metformin 500mg,Antidiabetic,22,0.58,12.76,Yes
2023-02-13,Amlodipine 5mg,Cardiac,35,0.71,24.85,Yes
2023-02-13,Omeprazole 20mg,Gastro,36,0.54,19.44,No
2023-02-13,Salbutamol Inhaler,Respiratory,49,3.65,178.85,Yes
2023-02-13,Vitamin C 1000mg,Supplement,20,0.44,8.8,No
2023-02-14,Paracetamol 500mg,Analgesic,35,0.27,9.45,No
2023-02-14,Ibuprofen 200mg,Analgesic,19,0.38,7.22,No
2023-02-14,Cetirizine 10mg,Antihistamine,20,0.32,6.4,No
2023-02-14,Amoxicillin 500mg,Antibiotic,39,0.81,31.59,Yes
2023-02-14,Azithromycin 250mg,Antibiotic,32,1.16,37.12,Yes
2023-02-14,Metformin 500mg,Antidiabetic,34,0.66,22.44,Yes
2023-02-14,Amlodipine 5mg,Cardiac,17,0.67,11.39,Yes
2023-02-14,Omeprazole 20mg,Gastro,48,0.6,28.8,No
2023-02-14,Salbutamol Inhaler,Respiratory,31,3.55,110.05,Yes
2023-02-14,Vitamin C 1000mg,Supplement,28,0.42,11.76,No
2023-02-15,Paracetamol 500mg,Analgesic,43,0.27,11.61,No
2023-02-15,Ibuprofen 200mg,Analgesic,25,0.35,8.75,No
2023-02-15,Cetirizine 10mg,Antihistamine,33,0.32,10.56,No
2023-02-15,Amoxicillin 500mg,Antibiotic,24,0.87,20.88,Yes
2023-02-15,Azithromycin 250mg,Antibiotic,25,1.06,26.5,Yes
2023-02-15,Metformin 500mg,Antidiabetic,20,0.62,12.4,Yes
2023-02-15,Amlodipine 5mg,Cardiac,28,0.67,18.76,Yes
2023-02-15,Omeprazole 20mg,Gastro,17,0.59,10.03,No
2023-02-15,Salbutamol Inhaler,Respiratory,19,3.76,71.44,Yes
2023-02-15,Vitamin C 1000mg,Supplement,17,0.39,6.63,No
2023-02-16,Paracetamol 500mg,Analgesic,16,0.26,4.16,No
2023-02-16,Ibuprofen 200mg,Analgesic,41,0.34,13.94,No
2023-02-16,Cetirizine 10mg,Antihistamine,34,0.3,10.2,No
2023-02-16,Amoxicillin 500mg,Antibiotic,29,0.82,23.78,Yes
2023-02-16,Azithromycin 250mg,Antibiotic,39,1.11,43.29,Yes
2023-02-16,Metformin 500mg,Antidiabetic,34,0.59,20.06,Yes
2023-02-16,Amlodipine 5mg,Cardiac,39,0.67,26.13,Yes
2023-02-16,Omeprazole 20mg,Gastro,39,0.54,21.06,No
2023-02-16,Salbutamol Inhaler,Respiratory,20,3.84,76.8,Yes
2023-02-16,Vitamin C 1000mg,Supplement,43,0.42,18.06,No
2023-02-17,Paracetamol 500mg,Analgesic,23,0.27,6.21,No
2023-02-17,Ibuprofen 200mg,Analgesic,36,0.38,13.68,No
2023-02-17,Cetirizine 10mg,Antihistamine,28,0.31,8.68,No
2023-02-17,Amoxicillin 500mg,Antibiotic,22,0.85,18.7,Yes
2023-02-17,Azithromycin 250mg,Antibiotic,15,1.18,17.7,Yes
2023-02-17,Metformin 500mg,Antidiabetic,40,0.57,22.8,Yes
2023-02-17,Amlodipine 5mg,Cardiac,30,0.72,21.6,Yes
2023-02-17,Omeprazole 20mg,Gastro,19,0.56,10.64,No
2023-02-17,Salbutamol Inhaler,Respiratory,20,3.62,72.4,Yes
2023-02-17,Vitamin C 1000mg,Supplement,40,0.4,16.0,No
2023-02-18,Paracetamol 500mg,Analgesic,14,0.26,3.64,No
2023-02-18,Ibuprofen 200mg,Analgesic,25,0.34,8.5,No
2023-02-18,Cetirizine 10mg,Antihistamine,19,0.33,6.27,No
2023-02-18,Amoxicillin 500mg,Antibiotic,16,0.78,12.48,Yes
2023-02-18,Azithromycin 250mg,Antibiotic,39,1.12,43.68,Yes
2023-02-18,Metformin 500mg,Antidiabetic,36,0.58,20.88,Yes
2023-02-18,Amlodipine 5mg,Cardiac,28,0.69,19.32,Yes
2023-02-18,Omeprazole 20mg,Gastro,17,0.54,9.18,No
2023-02-18,Salbutamol Inhaler,Respiratory,33,3.55,117.15,Yes
2023-02-18,Vitamin C 1000mg,Supplement,18,0.39,7.02,No
2023-02-19,Paracetamol 500mg,Analgesic,29,0.25,7.25,No
2023-02-19,Ibuprofen 200mg,Analgesic,33,0.35,11.55,No
2023-02-19,Cetirizine 10mg,Antihistamine,25,0.29,7.25,No
2023-02-19,Amoxicillin 500mg,Antibiotic,20,0.87,17.4,Yes
2023-02-19,Azithromycin 250mg,Antibiotic,27,1.06,28.62,Yes
2023-02-19,Metformin 500mg,Antidiabetic,10,0.58,5.8,Yes
2023-02-19,Amlodipine 5mg,Cardiac,18,0.75,13.5,Yes
2023-02-19,Omeprazole 20mg,Gastro,37,0.6,22.2,No
2023-02-19,Salbutamol Inhaler,Respiratory,27,3.5,94.5,Yes
2023-02-19,Vitamin C 1000mg,Supplement,14,0.41,5.74,No
2023-02-20,Paracetamol 500mg,Analgesic,43,0.27,11.61,No
2023-02-20,Ibuprofen 200mg,Analgesic,39,0.36,14.04,No
2023-02-20,Cetirizine 10mg,Antihistamine,27,0.3,8.1,No
2023-02-20,Amoxicillin 500mg,Antibiotic,45,0.78,35.1,Yes
2023-02-20,Azithromycin 250mg,Antibiotic,39,1.06,41.34,Yes
2023-02-20,Metformin 500mg,Antidiabetic,32,0.62,19.84,Yes
2023-02-20,Amlodipine 5mg,Cardiac,33,0.71,23.43,Yes
2023-02-20,Omeprazole 20mg,Gastro,28,0.6,16.8,No
2023-02-20,Salbutamol Inhaler,Respiratory,42,3.5,147.0,Yes
2023-02-20,Vitamin C 1000mg,Supplement,49,0.41,20.09,No
2023-02-21,Paracetamol 500mg,Analgesic,30,0.26,7.8,No
2023-02-21,Ibuprofen 200mg,Analgesic,30,0.35,10.5,No
2023-02-21,Cetirizine 10mg,Antihistamine,24,0.29,6.96,No
2023-02-21,Amoxicillin 500mg,Antibiotic,32,0.81,25.92,Yes
2023-02-21,Azithromycin 250mg,Antibiotic,42,1.17,49.14,Yes
2023-02-21,Metformin 500mg,Antidiabetic,24,0.64,15.36,Yes
2023-02-21,Amlodipine 5mg,Cardiac,49,0.74,36.26,Yes
2023-02-21,Omeprazole 20mg,Gastro,51,0.6,30.6,No
2023-02-21,Salbutamol Inhaler,Respiratory,45,3.63,163.35,Yes
2023-02-21,Vitamin C 1000mg,Supplement,29,0.38,11.02,No
2023-02-22,Paracetamol 500mg,Analgesic,47,0.24,11.28,No
2023-02-22,Ibuprofen 200mg,Analgesic,42,0.38,15.96,No
2023-02-22,Cetirizine 10mg,Antihistamine,26,0.29,7.54,No
2023-02-22,Amoxicillin 500mg,Antibiotic,33,0.8,26.4,Yes
2023-02-22,Azithromycin 250mg,Antibiotic,51,1.14,58.14,Yes
2023-02-22,Metformin 500mg,Antidiabetic,44,0.58,25.52,Yes
2023-02-22,Amlodipine 5mg,Cardiac,24,0.72,17.28,Yes
2023-02-22,Omeprazole 20mg,Gastro,44,0.6,26.4,No
2023-02-22,Salbutamol Inhaler,Respiratory,38,3.64,138.32,Yes
2023-02-22,Vitamin C 1000mg,Supplement,44,0.4,17.6,No
2023-02-23,Paracetamol 500mg,Analgesic,22,0.26,5.72,No
2023-02-23,Ibuprofen 200mg,Analgesic,20,0.38,7.6,No
2023-02-23,Cetirizine 10mg,Antihistamine,44,0.3,13.2,No
2023-02-23,Amoxicillin 500mg,Antibiotic,35,0.77,26.95,Yes
2023-02-23,Azithromycin 250mg,Antibiotic,43,1.09,46.87,Yes
2023-02-23,Metformin 500mg,Antidiabetic,43,0.65,27.95,Yes
2023-02-23,Amlodipine 5mg,Cardiac,20,0.71,14.2,Yes
2023-02-23,Omeprazole 20mg,Gastro,22,0.54,11.88,No
2023-02-23,Salbutamol Inhaler,Respiratory,36,3.65,131.4,Yes
2023-02-23,Vitamin C 1000mg,Supplement,38,0.41,15.58,No
2023-02-24,Paracetamol 500mg,Analgesic,43,0.24,10.32,No
2023-02-24,Ibuprofen 200mg,Analgesic,36,0.35,12.6,No
2023-02-24,Cetirizine 10mg,Antihistamine,26,0.3,7.8,No
2023-02-24,Amoxicillin 500mg,Antibiotic,22,0.88,19.36,Yes
2023-02-24,Azithromycin 250mg,Antibiotic,27,1.19,32.13,Yes
2023-02-24,Metformin 500mg,Antidiabetic,20,0.61,12.2,Yes
2023-02-24,Amlodipine 5mg,Cardiac,23,0.72,16.56,Yes
2023-02-24,Omeprazole 20mg,Gastro,27,0.6,16.2,No
2023-02-24,Salbutamol Inhaler,Respiratory,36,3.48,125.28,Yes
2023-02-24,Vitamin C 1000mg,Supplement,19,0.38,7.22,No
2023-02-25,Paracetamol 500mg,Analgesic,18,0.24,4.32,No
2023-02-25,Ibuprofen 200mg,Analgesic,40,0.38,15.2,No
2023-02-25,Cetirizine 10mg,Antihistamine,37,0.33,12.21,No
2023-02-25,Amoxicillin 500mg,Antibiotic,16,0.81,12.96,Yes
2023-02-25,Azithromycin 250mg,Antibiotic,37,1.2,44.4,Yes
2023-02-25,Metformin 500mg,Antidiabetic,28,0.59,16.52,Yes
2023-02-25,Amlodipine 5mg,Cardiac,23,0.67,15.41,Yes
2023-02-25,Omeprazole 20mg,Gastro,25,0.58,14.5,No
2023-02-25,Salbutamol Inhaler,Respiratory,30,3.77,113.1,Yes
2023-02-25,Vitamin C 1000mg,Supplement,30,0.39,11.7,No
2023-02-26,Paracetamol 500mg,Analgesic,40,0.26,10.4,No
2023-02-26,Ibuprofen 200mg,Analgesic,35,0.38,13.3,No
2023-02-26,Cetirizine 10mg,Antihistamine,16,0.31,4.96,No
2023-02-26,Amoxicillin 500mg,Antibiotic,31,0.8,24.8,Yes
2023-02-26,Azithromycin 250mg,Antibiotic,22,1.06,23.32,Yes
2023-02-26,Metformin 500mg,Antidiabetic,25,0.61,15.25,Yes
2023-02-26,Amlodipine 5mg,Cardiac,23,0.67,15.41,Yes
2023-02-26,Omeprazole 20mg,Gastro,39,0.54,21.06,No
2023-02-26,Salbutamol Inhaler,Respiratory,24,3.6,86.4,Yes
2023-02-26,Vitamin C 1000mg,Supplement,41,0.44,18.04,No
2023-02-27,Paracetamol 500mg,Analgesic,18,0.24,4.32,No
2023-02-27,Ibuprofen 200mg,Analgesic,23,0.34,7.82,No
2023-02-27,Cetirizine 10mg,Antihistamine,23,0.31,7.13,No
2023-02-27,Amoxicillin 500mg,Antibiotic,35,0.78,27.3,Yes
2023-02-27,Azithromycin 250mg,Antibiotic,40,1.19,47.6,Yes
2023-02-27,Metformin 500mg,Antidiabetic,47,0.6,28.2,Yes
2023-02-27,Amlodipine 5mg,Cardiac,27,0.71,19.17,Yes
2023-02-27,Omeprazole 20mg,Gastro,23,0.55,12.65,No
2023-02-27,Salbutamol Inhaler,Respiratory,27,3.42,92.34,Yes
2023-02-27,Vitamin C 1000mg,Supplement,46,0.42,19.32,No
2023-02-28,Paracetamol 500mg,Analgesic,26,0.25,6.5,No
2023-02-28,Ibuprofen 200mg,Analgesic,40,0.34,13.6,No
2023-02-28,Cetirizine 10mg,Antihistamine,36,0.29,10.44,No
2023-02-28,Amoxicillin 500mg,Antibiotic,42,0.82,34.44,Yes
2023-02-28,Azithromycin 250mg,Antibiotic,17,1.21,20.57,Yes
2023-02-28,Metformin 500mg,Antidiabetic,29,0.61,17.69,Yes
2023-02-28,Amlodipine 5mg,Cardiac,48,0.73,35.04,Yes
2023-02-28,Omeprazole 20mg,Gastro,35,0.58,20.3,No
2023-02-28,Salbutamol Inhaler,Respiratory,44,3.57,157.08,Yes
2023-02-28,Vitamin C 1000mg,Supplement,18,0.41,7.38,No
2023-03-01,Paracetamol 500mg,Analgesic,41,0.26,10.66,No
2023-03-01,Ibuprofen 200mg,Analgesic,18,0.35,6.3,No
2023-03-01,Cetirizine 10mg,Antihistamine,39,0.31,12.09,No
2023-03-01,Amoxicillin 500mg,Antibiotic,42,0.84,35.28,Yes
2023-03-01,Azithromycin 250mg,Antibiotic,39,1.11,43.29,Yes
2023-03-01,Metformin 500mg,Antidiabetic,39,0.64,24.96,Yes
2023-03-01,Amlodipine 5mg,Cardiac,25,0.71,17.75,Yes
2023-03-01,Omeprazole 20mg,Gastro,29,0.58,16.82,No
2023-03-01,Salbutamol Inhaler,Respiratory,31,3.65,113.15,Yes
2023-03-01,Vitamin C 1000mg,Supplement,15,0.43,6.45,No
2023-03-02,Paracetamol 500mg,Analgesic,47,0.27,12.69,No
2023-03-02,Ibuprofen 200mg,Analgesic,24,0.34,8.16,No
2023-03-02,Cetirizine 10mg,Antihistamine,31,0.32,9.92,No
2023-03-02,Amoxicillin 500mg,Antibiotic,28,0.84,23.52,Yes
2023-03-02,Azithromycin 250mg,Antibiotic,46,1.12,51.52,Yes
2023-03-02,Metformin 500mg,Antidiabetic,24,0.59,14.16,Yes
2023-03-02,Amlodipine 5mg,Cardiac,26,0.72,18.72,Yes
2023-03-02,Omeprazole 20mg,Gastro,24,0.53,12.72,No
2023-03-02,Salbutamol Inhaler,Respiratory,32,3.72,119.04,Yes
2023-03-02,Vitamin C 1000mg,Supplement,35,0.41,14.35,No
2023-03-03,Paracetamol 500mg,Analgesic,29,0.25,7.25,No
2023-03-03,Ibuprofen 200mg,Analgesic,44,0.36,15.84,No
2023-03-03,Cetirizine 10mg,Antihistamine,22,0.32,7.04,No
2023-03-03,Amoxicillin 500mg,Antibiotic,35,0.79,27.65,Yes
2023-03-03,Azithromycin 250mg,Antibiotic,31,1.09,33.79,Yes
2023-03-03,Metformin 500mg,Antidiabetic,16,0.59,9.44,Yes
2023-03-03,Amlodipine 5mg,Cardiac,32,0.72,23.04,Yes
2023-03-03,Omeprazole 20mg,Gastro,41,0.59,24.19,No
2023-03-03,Salbutamol Inhaler,Respiratory,29,3.79,109.91,Yes
2023-03-03,Vitamin C 1000mg,Supplement,47,0.43,20.21,No
2023-03-04,Paracetamol 500mg,Analgesic,27,0.24,6.48,No
2023-03-04,Ibuprofen 200mg,Analgesic,20,0.36,7.2,No
2023-03-04,Cetirizine 10mg,Antihistamine,28,0.31,8.68,No
2023-03-04,Amoxicillin 500mg,Antibiotic,21,0.77,16.17,Yes
2023-03-04,Azithromycin 250mg,Antibiotic,34,1.18,40.12,Yes
2023-03-04,Metformin 500mg,Antidiabetic,17,0.65,11.05,Yes
2023-03-04,Amlodipine 5mg,Cardiac,19,0.71,13.49,Yes
2023-03-04,Omeprazole 20mg,Gastro,37,0.57,21.09,No
2023-03-04,Salbutamol Inhaler,Respiratory,25,3.62,90.5,Yes
2023-03-04,Vitamin C 1000mg,Supplement,40,0.39,15.6,No
2023-03-05,Paracetamol 500mg,Analgesic,18,0.27,4.86,No
2023-03-05,Ibuprofen 200mg,Analgesic,18,0.38,6.84,No
2023-03-05,Cetirizine 10mg,Antihistamine,13,0.29,3.77,No
2023-03-05,Amoxicillin 500mg,Antibiotic,35,0.79,27.65,Yes
2023-03-05,Azithromycin 250mg,Antibiotic,39,1.16,45.24,Yes
2023-03-05,Metformin 500mg,Antidiabetic,34,0.59,20.06,Yes
2023-03-05,Amlodipine 5mg,Cardiac,36,0.69,24.84,Yes
2023-03-05,Omeprazole 20mg,Gastro,23,0.56,12.88,No
2023-03-05,Salbutamol Inhaler,Respiratory,31,3.73,115.63,Yes
2023-03-05,Vitamin C 1000mg,Supplement,21,0.43,9.03,No
2023-03-06,Paracetamol 500mg,Analgesic,44,0.26,11.44,No
2023-03-06,Ibuprofen 200mg,Analgesic,18,0.33,5.94,No
2023-03-06,Cetirizine 10mg,Antihistamine,24,0.32,7.68,No
2023-03-06,Amoxicillin 500mg,Antibiotic,22,0.81,17.82,Yes
2023-03-06,Azithromycin 250mg,Antibiotic,21,1.08,22.68,Yes
2023-03-06,Metformin 500mg,Antidiabetic,38,0.61,23.18,Yes
2023-03-06,Amlodipine 5mg,Cardiac,26,0.73,18.98,Yes
2023-03-06,Omeprazole 20mg,Gastro,30,0.6,18.0,No
2023-03-06,Salbutamol Inhaler,Respiratory,24,3.81,91.44,Yes
2023-03-06,Vitamin C 1000mg,Supplement,35,0.42,14.7,No
2023-03-07,Paracetamol 500mg,Analgesic,24,0.26,6.24,No
2023-03-07,Ibuprofen 200mg,Analgesic,36,0.34,12.24,No
2023-03-07,Cetirizine 10mg,Antihistamine,32,0.32,10.24,No
2023-03-07,Amoxicillin 500mg,Antibiotic,31,0.86,26.66,Yes
2023-03-07,Azithromycin 250mg,Antibiotic,36,1.09,39.24,Yes
2023-03-07,Metformin 500mg,Antidiabetic,26,0.65,16.9,Yes
2023-03-07,Amlodipine 5mg,Cardiac,42,0.75,31.5,Yes
2023-03-07,Omeprazole 20mg,Gastro,32,0.53,16.96,No
2023-03-07,Salbutamol Inhaler,Respiratory,21,3.74,78.54,Yes
2023-03-07,Vitamin C 1000mg,Supplement,27,0.44,11.88,No
2023-03-08,Paracetamol 500mg,Analgesic,30,0.25,7.5,No
2023-03-08,Ibuprofen 200mg,Analgesic,46,0.38,17.48,No
2023-03-08,Cetirizine 10mg,Antihistamine,32,0.32,10.24,No
2023-03-08,Amoxicillin 500mg,Antibiotic,27,0.85,22.95,Yes
2023-03-08,Azithromycin 250mg,Antibiotic,17,1.12,19.04,Yes
2023-03-08,Metformin 500mg,Antidiabetic,47,0.62,29.14,Yes
2023-03-08,Amlodipine 5mg,Cardiac,50,0.74,37.0,Yes
2023-03-08,Omeprazole 20mg,Gastro,39,0.53,20.67,No
2023-03-08,Salbutamol Inhaler,Respiratory,48,3.59,172.32,Yes
2023-03-08,Vitamin C 1000mg,Supplement,28,0.4,11.2,No
2023-03-09,Paracetamol 500mg,Analgesic,42,0.25,10.5,No
2023-03-09,Ibuprofen 200mg,Analgesic,44,0.37,16.28,No
2023-03-09,Cetirizine 10mg,Antihistamine,21,0.32,6.72,No
2023-03-09,Amoxicillin 500mg,Antibiotic,29,0.85,24.65,Yes
2023-03-09,Azithromycin 250mg,Antibiotic,50,1.1,55.0,Yes
2023-03-09,Metformin 500mg,Antidiabetic,45,0.61,27.45,Yes
2023-03-09,Amlodipine 5mg,Cardiac,17,0.71,12.07,Yes
2023-03-09,Omeprazole 20mg,Gastro,48,0.55,26.4,No
2023-03-09,Salbutamol Inhaler,Respiratory,33,3.84,126.72,Yes
2023-03-09,Vitamin C 1000mg,Supplement,42,0.4,16.8,No
2023-03-10,Paracetamol 500mg,Analgesic,21,0.26,5.46,No
2023-03-10,Ibuprofen 200mg,Analgesic,43,0.38,16.34,No
2023-03-10,Cetirizine 10mg,Antihistamine,43,0.32,13.76,No
2023-03-10,Amoxicillin 500mg,Antibiotic,17,0.82,13.94,Yes
2023-03-10,Azithromycin 250mg,Antibiotic,34,1.19,40.46,Yes
2023-03-10,Metformin 500mg,Antidiabetic,20,0.61,12.2,Yes
2023-03-10,Amlodipine 5mg,Cardiac,29,0.74,21.46,Yes
2023-03-10,Omeprazole 20mg,Gastro,47,0.59,27.73,No
2023-03-10,Salbutamol Inhaler,Respiratory,25,3.44,86.0,Yes
2023-03-10,Vitamin C 1000mg,Supplement,42,0.43,18.06,No
2023-03-11,Paracetamol 500mg,Analgesic,29,0.24,6.96,No
2023-03-11,Ibuprofen 200mg,Analgesic,18,0.37,6.66,No
2023-03-11,Cetirizine 10mg,Antihistamine,10,0.31,3.1,No
2023-03-11,Amoxicillin 500mg,Antibiotic,36,0.81,29.16,Yes
2023-03-11,Azithromycin 250mg,Antibiotic,19,1.19,22.61,Yes
2023-03-11,Metformin 500mg,Antidiabetic,30,0.6,18.0,Yes
2023-03-11,Amlodipine 5mg,Cardiac,39,0.77,30.03,Yes
2023-03-11,Omeprazole 20mg,Gastro,30,0.6,18.0,No
2023-03-11,Salbutamol Inhaler,Respiratory,37,3.44,127.28,Yes
2023-03-11,Vitamin C 1000mg,Supplement,26,0.39,10.14,No
2023-03-12,Paracetamol 500mg,Analgesic,30,0.24,7.2,No
2023-03-12,Ibuprofen 200mg,Analgesic,16,0.38,6.08,No
2023-03-12,Cetirizine 10mg,Antihistamine,34,0.31,10.54,No
2023-03-12,Amoxicillin 500mg,Antibiotic,29,0.84,24.36,Yes
2023-03-12,Azithromycin 250mg,Antibiotic,21,1.12,23.52,Yes
2023-03-12,Metformin 500mg,Antidiabetic,31,0.61,18.91,Yes
2023-03-12,Amlodipine 5mg,Cardiac,13,0.69,8.97,Yes
2023-03-12,Omeprazole 20mg,Gastro,18,0.54,9.72,No
2023-03-12,Salbutamol Inhaler,Respiratory,30,3.69,110.7,Yes
2023-03-12,Vitamin C 1000mg,Supplement,34,0.38,12.92,No
2023-03-13,Paracetamol 500mg,Analgesic,44,0.25,11.0,No
2023-03-13,Ibuprofen 200mg,Analgesic,40,0.38,15.2,No
2023-03-13,Cetirizine 10mg,Antihistamine,19,0.3,5.7,No
2023-03-13,Amoxicillin 500mg,Antibiotic,29,0.83,24.07,Yes
2023-03-13,Azithromycin 250mg,Antibiotic,29,1.07,31.03,Yes
2023-03-13,Metformin 500mg,Antidiabetic,34,0.63,21.42,Yes
2023-03-13,Amlodipine 5mg,Cardiac,31,0.71,22.01,Yes
2023-03-13,Omeprazole 20mg,Gastro,39,0.53,20.67,No
2023-03-13,Salbutamol Inhaler,Respiratory,46,3.72,171.12,Yes
2023-03-13,Vitamin C 1000mg,Supplement,23,0.43,9.89,No
2023-03-14,Paracetamol 500mg,Analgesic,54,0.26,14.04,No
2023-03-14,Ibuprofen 200mg,Analgesic,33,0.36,11.88,No
2023-03-14,Cetirizine 10mg,Antihistamine,44,0.32,14.08,No
2023-03-14,Amoxicillin 500mg,Antibiotic,37,0.82,30.34,Yes
2023-03-14,Azithromycin 250mg,Antibiotic,35,1.13,39.55,Yes
2023-03-14,Metformin 500mg,Antidiabetic,37,0.66,24.42,Yes
2023-03-14,Amlodipine 5mg,Cardiac,34,0.69,23.46,Yes
2023-03-14,Omeprazole 20mg,Gastro,27,0.52,14.04,No
2023-03-14,Salbutamol Inhaler,Respiratory,38,3.71,140.98,Yes
2023-03-14,Vitamin C 1000mg,Supplement,30,0.41,12.3,No
2023-03-15,Paracetamol 500mg,Analgesic,47,0.24,11.28,No
2023-03-15,Ibuprofen 200mg,Analgesic,22,0.35,7.7,No
2023-03-15,Cetirizine 10mg,Antihistamine,28,0.32,8.96,No
2023-03-15,Amoxicillin 500mg,Antibiotic,33,0.87,28.71,Yes
2023-03-15,Azithromycin 250mg,Antibiotic,47,1.19,55.93,Yes
2023-03-15,Metformin 500mg,Antidiabetic,28,0.59,16.52,Yes
2023-03-15,Amlodipine 5mg,Cardiac,41,0.69,28.29,Yes
2023-03-15,Omeprazole 20mg,Gastro,26,0.6,15.6,No
2023-03-15,Salbutamol Inhaler,Respiratory,20,3.66,73.2,Yes
2023-03-15,Vitamin C 1000mg,Supplement,42,0.44,18.48,No
2023-03-16,Paracetamol 500mg,Analgesic,30,0.27,8.1,No
2023-03-16,Ibuprofen 200mg,Analgesic,27,0.36,9.72,No
2023-03-16,Cetirizine 10mg,Antihistamine,23,0.33,7.59,No
